timestamp,src_ip,dst_ip,total_length_of_fwd_packets,total_length_of_bwd_packets,total_fwd_packets,total_backward_packets,flow_duration,fwd_packet_length_mean,fwd_packet_length_std,bwd_packet_length_std,average_packet_size,flow_bytes/s,flow_packets/s
2026-06-10 17:16:46.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:16:47.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:16:48.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:16:49.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:16:50.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:16:51.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:16:52.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:16:53.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:16:54.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:16:55.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:16:56.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:16:57.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:16:58.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:16:59.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:17:00.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:17:01.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:17:02.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:17:03.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:17:04.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:17:05.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:17:06.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:17:07.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:17:08.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:17:09.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:17:10.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:17:11.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:17:12.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:17:13.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:17:14.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:17:15.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:17:16.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:17:17.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:17:18.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:17:19.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:17:20.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:17:21.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:17:22.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:17:23.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:17:24.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:17:25.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:17:26.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:17:27.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:17:28.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:17:29.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:17:30.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:17:31.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:17:32.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:17:33.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:17:34.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:17:35.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:17:36.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:17:37.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
2026-06-10 17:17:38.842751,192.168.100.50,203.0.113.10,60,0,1,0,1000,60.0,0.0,0.0,60.0,60000.0,1000.0
